Index,Venue ID,Cluster ID,Event Lon,Event Lat
34,23802318,5,-79.932846,40.434605
1027,23802821,5,-79.95848,40.440636
837,23805052,0,-80.033859,40.571995
880,23810132,5,-80.05072,40.351707
602,23810448,5,-79.910736,40.475098
989,23811729,5,-79.970299,40.434158
589,23813042,5,-80.133003,40.269016
407,23813675,6,-79.997383,40.441776
463,23815072,1,-79.909576,40.358185
990,23816056,0,-79.909981,40.457626
921,23816587,5,-80.03508,40.396019
982,23816662,5,-80.051872,40.357716
863,23816800,0,-80.021233,40.394665
885,23819914,0,-80.001671,40.30933
686,23823751,5,-80.317322,40.697281
991,23824880,5,-79.87941,40.488106
237,23825584,5,-79.979095,40.686523
136,23826462,7,-80.000488,40.443779
909,23828949,0,-80.021423,40.394398
826,23831383,5,-79.962051,40.441551
41,23831562,0,-79.969124,40.47515
456,23834334,0,-79.905731,40.565067
685,23834440,5,0,0
369,23834479,5,0,0
832,23845040,5,-79.950127,40.444675
997,23845751,0,-80.14325,40.511669
883,23849046,1,-80.076805,40.336601
259,23849762,5,-79.914917,40.410522
681,23850121,5,-79.601257,40.416584
1000,23856160,5,-79.930611,40.459881
1001,23856167,5,-79.915154,40.456512
753,23859888,5,-80.099838,40.67572
1006,23860634,5,-79.97874,40.438244
1010,23860835,5,-79.923996,40.46228
1005,23861546,5,-79.997467,40.438339
563,23866835,5,-79.843361,40.505508
968,23867962,5,-79.939293,40.456093
849,23869891,5,-79.948814,40.59502
358,23874665,2,-79.963982,40.428028
998,23875882,5,-80.050438,40.356956
50,23877731,5,-80.11061,40.336674
787,23879781,5,-79.997467,40.438339
1014,23881429,5,-79.944008,40.447315
1013,23881432,5,-79.991997,40.429371
69,23883039,5,-79.984566,40.429131
226,23883769,5,-79.942993,40.45068
864,23886672,6,-80.004066,40.433167
884,23888770,5,-80.111885,40.335289
365,23892914,5,-80.110611,40.336674
859,23904208,5,0,0
203,23909084,5,-79.76342,40.420403
1103,23910433,6,-80.005249,40.434055
220,23917876,5,-79.978386,40.385338
268,23918422,5,0,0
866,23918732,1,-80.013763,40.366123
797,23920977,5,-79.9814,40.437489
164,23923760,5,-80.021164,40.490067
701,23930204,5,0,0
687,23930415,5,-80.00731,40.604774
59,23934258,5,-80.119026,40.340977
269,23935061,5,0,0
240,23935278,5,0,0
881,23935791,1,-80.043083,40.396965
861,23939260,5,-79.690033,40.319733
778,23940269,5,-79.67942,40.426567
1040,23941462,5,0,0
33,23942660,5,-79.954361,40.436604
1043,23943094,5,-79.922844,40.435764
716,23946214,5,-80.073578,40.37471
502,23946691,5,-80.016182,40.452099
1092,23947017,5,-79.954216,40.575348
96,23949897,5,-79.979324,40.428879
865,23953443,0,-80.053299,40.34198
915,23953556,5,-79.998611,40.442883
503,23954718,5,-79.755966,40.429394
1056,23955740,5,-80.309761,40.680405
1055,23958116,5,0,0
351,23961730,5,-79.920738,40.452892
495,23961905,0,-79.909836,40.406574
100,23964667,5,-80.051872,40.357716
824,23964852,4,-80.001251,40.454563
931,23966026,5,-79.929741,40.459152
1042,23966612,5,-79.981834,40.41604
504,23967017,4,-79.964394,40.46244
458,23968613,5,0,0
1022,23971302,5,-79.842987,40.515743
472,23972671,0,-80.01491,40.60234
670,23973281,0,-79.956619,40.478809
1032,23973401,5,-80.003815,40.433418
488,23974939,5,-79.926414,40.460835
173,23976966,5,-79.828491,40.620811
577,23977888,6,-80.010666,40.426743
1057,23979029,5,-79.912781,40.405552
846,23979943,5,0,0
721,23980769,5,-79.94198,40.43277
404,23981318,5,0,0
1008,23983741,5,-80.019211,40.613041
505,23985730,5,-79.949791,40.434441
970,23987762,5,-80.055618,40.294289
357,23988024,4,-80.057388,40.465542
542,23989632,5,-80.050629,40.632927
900,23992378,5,-79.92543,40.451168
559,23992513,5,-80.036407,40.393459
1021,23993188,5,-79.841774,40.520973
534,23994157,5,-79.888931,40.486702
1029,23994892,4,-80.001198,40.454208
871,23995006,5,-80.037315,40.37833
67,23995722,0,-79.965309,40.427784
876,23996667,0,-80.015862,40.398571
1015,23997318,5,-79.543159,40.29924
399,23997447,1,-80.017593,40.365307
162,23998769,5,-79.56413,40.277355
7,23999255,5,-79.992828,40.421104
1059,24002203,5,-79.982361,40.435711
1060,24002582,5,-79.923141,40.435867
444,24003869,6,-80.006554,40.45224
957,24004147,5,-79.764633,40.438904
856,24004423,5,-79.543488,40.302612
766,24004962,5,0,0
667,24005295,0,-80.048317,40.365284
995,24005380,5,-80.08242,40.654671
1023,24006360,5,-79.842506,40.519798
986,24008796,5,-80.27977,40.698479
710,24008943,0,-79.966484,40.428139
1065,24009040,5,-79.606262,40.626801
510,24009426,5,-79.934036,40.451477
340,24009567,5,-79.997467,40.438339
649,24011787,0,-80.114914,40.353077
428,24012359,0,-79.995415,40.302334
5,24013067,5,-79.926727,40.442986
298,24013247,5,-79.923996,40.46228
916,24013406,5,-79.925186,40.438061
219,24013737,5,-79.957314,40.555496
1064,24013847,5,-79.932755,40.451221
94,24018257,5,-79.891785,40.487
961,24020106,5,-79.987,40.501652
804,24020323,5,-79.924011,40.4632
303,24021701,6,-79.996384,40.44157
555,24022132,5,-80.003815,40.433418
809,24024618,0,-79.974312,40.480503
186,24024710,0,-80.010582,40.454731
62,24024786,4,-80.003014,40.453072
364,24025425,0,-80.019531,40.393013
498,24028053,6,-80.030357,40.476238
728,24028070,5,-79.827446,40.310436
908,24028206,0,-79.926414,40.460835
717,24029281,5,-79.938301,40.4561
847,24029491,7,-79.99366,40.452461
623,24030089,5,-79.950638,40.462788
650,24030662,6,-80.009666,40.430691
540,24031310,0,-80.033798,40.441303
626,24031921,5,-79.923035,40.433144
325,24032123,5,-80.327858,40.543999
1062,24032308,5,-79.942993,40.45068
175,24033346,5,-79.963692,40.438213
455,24035049,5,-79.952789,40.447842
398,24035056,5,-79.951347,40.445282
868,24036008,5,0,0
1071,24037243,5,-80.327858,40.543999
296,24037901,0,-79.969261,40.426594
848,24038739,5,-79.971336,40.428242
184,24038997,5,-79.901573,40.387962
492,24040705,4,-79.99762,40.456715
793,24040789,5,-80.243172,40.644005
1075,24042391,5,0,0
308,24042969,5,0,0
1074,24044336,5,-80.050323,40.355804
125,24044351,5,-80.169502,40.391678
763,24045667,5,-79.938965,40.464603
833,24046972,7,-79.993027,40.452621
279,24048748,6,-80.004074,40.447712
1031,24048773,4,-80.003204,40.453033
379,24051015,5,-80.216537,40.72319
450,24051060,5,-79.915154,40.456512
405,24052605,0,-79.953972,40.440609
524,24053220,5,-79.993423,40.459293
180,24053265,5,-79.98939,40.43682
752,24053369,0,-79.978348,40.448189
1081,24053562,0,-80.011505,40.45476
131,24053586,0,-80.08183,40.584385
1080,24053881,0,-80.079445,40.583988
1051,24054511,5,-79.974243,40.428654
1082,24055311,5,-79.997467,40.438339
477,24057042,5,0,0
1026,24057356,5,-79.9161,40.456566
1066,24057893,5,-79.94187,40.44112
382,24059211,6,-79.997383,40.441776
683,24060473,5,-80.174637,40.422901
815,24060864,5,-79.964912,40.428665
292,24061896,5,-79.911377,40.479172
1052,24062848,5,-79.88588,40.444061
191,24063288,4,-80.055374,40.496185
1012,24063307,5,-79.95204,40.43428
720,24063400,5,-79.95067,40.447826
690,24063814,5,-80.01865,40.392372
627,24064024,5,-79.962624,40.436722
795,24064042,6,-80.005135,40.4338
940,24064072,6,-80.005135,40.4338
568,24064407,7,-80.002586,40.443668
471,24065051,2,-79.953972,40.440609
487,24065228,2,-79.944336,40.459099
371,24066471,5,-79.915222,40.430298
384,24067670,2,-79.953972,40.440609
49,24067793,5,-79.95192,40.44355
208,24068648,5,-79.923996,40.436008
247,24070496,5,-80.207542,40.505455
235,24071135,5,-79.759773,40.601456
496,24071693,5,-79.891792,40.48703
288,24071905,5,-80.063583,40.635849
543,24072615,5,-80.056427,40.687416
917,24072727,1,-79.977417,40.383015
1085,24072751,5,-79.885231,40.432266
1087,24072768,5,-79.912811,40.412395
258,24073177,5,-79.691055,40.32016
1084,24073267,5,-79.913841,40.411831
873,24073797,5,-80.150002,40.27
80,24075973,5,-80.17587,40.451733
418,24076333,5,-79.858467,40.419937
794,24076709,5,-79.924599,40.458836
372,24077791,5,-79.920715,40.452885
65,24077799,5,-79.920715,40.452885
402,24077814,5,-79.994881,40.322826
47,24078122,5,-79.956444,40.44154
1058,24079617,5,-79.981567,40.435795
1050,24083026,5,-79.986298,40.449291
1053,24083285,6,-80.006409,40.447151
737,24085367,5,-79.916138,40.438007
1088,24086474,5,-80.086784,40.407387
725,24086688,6,-80.003136,40.448093
711,24086891,5,-79.966164,40.464569
1089,24088725,5,-79.950111,40.449532
253,24090568,5,-80.082214,40.65469
547,24092916,0,-80.026253,40.389313
1017,24092941,0,-80,40.299999
622,24093935,1,-80.014656,40.354115
344,24094014,3,-79.952126,40.443531
470,24095211,5,-80.01492,40.60237
1044,24095274,5,-79.96862,40.464916
473,24095286,5,-79.918137,40.408905
199,24095341,5,-80.085869,40.406841
1063,24097200,5,-79.923302,40.433479
867,24098385,5,-80.059036,40.632847
785,24099388,5,-80.093971,40.618092
964,24100137,5,-79.995888,40.440624
966,24100151,5,-80.000191,40.442135
965,24100160,5,-79.995888,40.440624
754,24101137,5,-80.136,40.684155
903,24101336,5,-80.184425,40.536484
79,24102008,5,-80.179184,40.457462
328,24102403,1,-80.039612,40.367741
245,24103445,5,-80.097916,40.719913
205,24103460,5,-79.949867,40.503819
1090,24104116,5,-79.916618,40.40715
697,24104204,5,-80.094025,40.617184
84,24104397,5,-80.054298,40.632034
912,24105281,5,-79.932785,40.470978
560,24105991,5,-79.86805,40.518475
411,24106050,5,-79.92263,40.438454
304,24106427,5,-79.995888,40.440624
1019,24106485,5,-79.843369,40.518639
853,24108125,5,-79.691055,40.32016
949,24108636,5,-79.998177,40.444881
1020,24108943,5,-79.752609,40.454304
573,24110127,5,-79.700874,40.427315
482,24110221,7,-80.00248,40.441196
646,24110688,5,-80.301956,40.692268
967,24111986,5,0,0
897,24113189,0,-80.113159,40.357193
764,24113373,4,-80.013557,40.445286
726,24115582,5,-79.943947,40.464886
874,24121398,5,-80.111488,40.348499
656,24122800,5,-79.971947,40.565361
825,24124887,5,-79.932846,40.451576
854,24126127,5,-79.674431,40.426163
946,24127875,5,-80.110336,40.334785
798,24130075,5,-80.018646,40.392372
232,24131243,5,-79.724854,40.58952
138,24131401,5,-79.985535,40.450741
668,24131592,5,-79.763924,40.414619
412,24132999,6,-80.011574,40.42767
262,24133755,5,-80.055328,40.496159
442,24135283,7,-79.993401,40.447525
911,24137872,0,-79.873413,40.488895
337,24137944,0,-79.943367,40.447903
454,24137979,1,-79.827484,40.310974
44,24138037,0,-80.108086,40.365986
954,24140617,5,-80.174332,40.449413
187,24142157,7,-79.995888,40.440624
806,24142553,5,-80.098335,40.659328
780,24142718,5,-80.180611,40.448524
23,24143497,5,-79.94142,40.45707
19,24143509,5,-79.89283,40.430172
761,24143533,5,-79.978096,40.428326
530,24143888,5,-79.924911,40.460789
283,24145935,5,-79.788208,40.540985
914,24146853,5,-80.051003,40.493622
1048,24147075,5,-79.995888,40.440624
1096,24147086,5,-80.023682,40.539188
241,24147961,5,-79.94229,40.46396
789,24148171,5,-80.271156,40.687164
301,24151238,5,-79.93536,40.45082
875,24151469,0,-80.02243,40.395237
374,24152495,0,-79.953171,40.444256
597,24152647,5,-80.078514,40.339947
239,24153444,5,-79.914986,40.353367
858,24153637,5,-79.544891,40.303452
211,24154310,0,-79.97438,40.48122
1093,24158187,5,-79.917793,40.40176
223,24158661,0,-80.023041,40.329342
1045,24162100,5,-79.924835,40.461422
1030,24164701,4,-80.001038,40.453186
960,24166969,5,-79.92263,40.438454
338,24167149,0,-79.953171,40.444256
963,24167724,5,-79.995888,40.440624
1099,24171907,0,-80.03386,40.454132
172,24173140,5,-80.079674,40.65451
485,24173444,1,-80.02774,40.407024
675,24173562,5,-79.946205,40.431831
944,24173715,0,-80.12388,40.367783
709,24175456,0,-79.994102,40.421631
802,24175524,0,-79.916458,40.45713
633,24176933,5,-79.798615,40.570087
1095,24178223,0,-79.994102,40.421631
805,24178588,0,-79.994102,40.421631
582,24178750,5,-80.296135,40.696785
612,24179271,0,-79.996948,40.597492
421,24181034,0,-79.954842,40.444298
768,24184061,5,-80.158226,40.593826
221,24184871,5,-80.030434,40.404484
1101,24185931,0,-79.916458,40.45713
336,24186324,0,-79.925591,40.461006
161,24187292,5,-79.963905,40.461864
493,24187818,0,-79.953171,40.444256
461,24187822,0,-79.953171,40.444256
896,24190441,1,-80.02253,40.366272
1100,24191241,5,-80.018646,40.392372
35,24192160,5,-79.999702,40.440929
424,24194981,0,-80.055679,40.61726
879,24195429,5,-79.973587,40.34586
415,24198197,7,-80.002167,40.442722
1047,24204796,5,-79.934433,40.456539
400,24206245,5,-79.706917,40.330219
1067,24207859,5,-79.962555,40.442013
460,24209316,5,-80.045021,40.417686
523,24215580,5,-80.323013,40.687176
416,24216603,4,-79.976349,40.455307
440,24216613,6,-80.030602,40.455532
434,24220517,2,-79.949913,40.443195
1009,24225071,5,-79.92347,40.462059
